2022-10-02T16:03Z;00:07;00:07
2022-10-02T16:03Z;00:13;00:05
2022-10-02T16:03Z;00:18;00:05
2022-10-02T16:03Z;00:23;00:05
2022-10-02T16:03Z;00:29;00:05
2022-10-02T16:03Z;00:35;00:05
2022-10-02T16:03Z;00:40;00:05
2022-10-02T16:04Z;00:45;00:05
2022-10-02T16:04Z;00:51;00:05
2022-10-02T16:04Z;00:56;00:05
2022-10-02T16:04Z;01:01;00:05
2022-10-02T16:04Z;01:07;00:05
2022-10-02T16:04Z;01:12;00:05
2022-10-02T16:04Z;01:17;00:05
2022-10-02T16:04Z;01:22;00:05
2022-10-02T16:04Z;01:27;00:05
2022-10-02T16:04Z;01:33;00:05
2022-10-02T16:04Z;01:38;00:05
2022-10-02T16:04Z;01:43;00:04
2022-10-02T16:05Z;01:48;00:04
2022-10-02T16:05Z;01:53;00:04
2022-10-02T16:05Z;01:58;00:05
2022-10-02T16:05Z;02:03;00:04
2022-10-02T16:05Z;02:08;00:05
2022-10-02T16:05Z;02:13;00:04
2022-10-02T16:05Z;02:18;00:05
2022-10-02T16:05Z;02:23;00:04
2022-10-02T16:05Z;02:28;00:05
2022-10-02T16:05Z;02:33;00:05
2022-10-02T16:05Z;02:38;00:05
2022-10-02T16:05Z;02:43;00:05
2022-10-02T16:06Z;02:48;00:05
2022-10-02T16:06Z;02:53;00:04
2022-10-02T16:06Z;02:58;00:04
2022-10-02T16:06Z;03:03;00:04
2022-10-02T16:06Z;03:08;00:05
2022-10-02T16:06Z;03:13;00:04
2022-10-02T16:06Z;03:18;00:04
2022-10-02T16:06Z;03:22;00:04
2022-10-02T16:06Z;03:27;00:04
2022-10-02T16:06Z;03:32;00:04
2022-10-02T16:06Z;03:37;00:04
2022-10-02T16:06Z;03:42;00:04
2022-10-02T16:07Z;03:47;00:04
2022-10-02T16:07Z;03:52;00:05
2022-10-02T16:07Z;03:57;00:05
2022-10-02T16:07Z;04:02;00:05
2022-10-02T16:07Z;04:07;00:05
2022-10-02T16:07Z;04:12;00:05
2022-10-02T16:07Z;04:18;00:05
2022-10-02T16:07Z;04:23;00:04
2022-10-02T16:07Z;04:28;00:05
2022-10-02T16:07Z;04:33;00:04
2022-10-02T16:07Z;04:37;00:04
2022-10-02T16:07Z;04:42;00:04
2022-10-02T16:08Z;04:47;00:04
2022-10-02T16:08Z;04:52;00:04
2022-10-02T16:08Z;04:57;00:04
2022-10-02T16:08Z;05:02;00:04
2022-10-02T16:08Z;05:07;00:04
2022-10-02T16:08Z;05:12;00:04
2022-10-02T16:08Z;05:16;00:04
2022-10-02T16:08Z;05:21;00:04
2022-10-02T16:08Z;05:26;00:04
2022-10-02T16:08Z;05:31;00:04
2022-10-02T16:08Z;05:36;00:05
2022-10-02T16:08Z;05:41;00:04
2022-10-02T16:09Z;05:46;00:04
2022-10-02T16:09Z;05:51;00:04
2022-10-02T16:09Z;05:56;00:04
2022-10-02T16:09Z;06:01;00:04
2022-10-02T16:09Z;06:05;00:04
2022-10-02T16:09Z;06:10;00:04
2022-10-02T16:09Z;06:15;00:04
2022-10-02T16:09Z;06:20;00:04
2022-10-02T16:09Z;06:25;00:04
2022-10-02T16:09Z;06:30;00:04
2022-10-02T16:09Z;06:35;00:04
2022-10-02T16:09Z;06:40;00:04
2022-10-02T16:09Z;06:45;00:04
2022-10-02T16:10Z;06:50;00:04
2022-10-02T16:10Z;06:55;00:05
2022-10-02T16:10Z;07:01;00:05
2022-10-02T16:10Z;07:06;00:04
2022-10-02T16:10Z;07:11;00:04
2022-10-02T16:10Z;07:16;00:04
2022-10-02T16:10Z;07:20;00:04
2022-10-02T16:10Z;07:26;00:05
2022-10-02T16:10Z;07:31;00:05
2022-10-02T16:10Z;07:36;00:04
2022-10-02T16:10Z;07:41;00:05
2022-10-02T16:11Z;07:46;00:05
2022-10-02T16:11Z;07:51;00:05
2022-10-02T16:11Z;07:56;00:05
2022-10-02T16:11Z;08:01;00:04
2022-10-02T16:11Z;08:06;00:04
2022-10-02T16:11Z;08:11;00:04
2022-10-02T16:11Z;08:16;00:04
2022-10-02T16:11Z;08:21;00:04
2022-10-02T16:11Z;08:26;00:04
2022-10-02T16:11Z;08:31;00:05
2022-10-02T16:11Z;08:36;00:05
2022-10-02T16:11Z;08:41;00:05
2022-10-02T16:12Z;08:47;00:05
2022-10-02T16:12Z;08:52;00:05
2022-10-02T16:12Z;08:57;00:05
2022-10-02T16:12Z;09:02;00:05
2022-10-02T16:12Z;09:07;00:05
2022-10-02T16:12Z;09:13;00:05
2022-10-02T16:12Z;09:18;00:05
2022-10-02T16:12Z;09:24;00:05
2022-10-02T16:12Z;09:30;00:05
2022-10-02T16:12Z;09:35;00:05
2022-10-02T16:12Z;09:40;00:05
2022-10-02T16:13Z;09:46;00:05
2022-10-02T16:13Z;09:51;00:05
2022-10-02T16:13Z;09:57;00:05
2022-10-02T16:13Z;10:02;00:05
2022-10-02T16:13Z;10:07;00:05
2022-10-02T16:13Z;10:12;00:05
2022-10-02T16:13Z;10:17;00:05
2022-10-02T16:13Z;10:22;00:05
2022-10-02T16:13Z;10:27;00:05
2022-10-02T16:13Z;10:32;00:05
2022-10-02T16:13Z;10:38;00:05
2022-10-02T16:13Z;10:43;00:05
2022-10-02T16:14Z;10:48;00:05
2022-10-02T16:14Z;10:53;00:05
2022-10-02T16:14Z;10:59;00:05
2022-10-02T16:14Z;11:04;00:05
2022-10-02T16:14Z;11:10;00:06
2022-10-02T16:14Z;11:16;00:05
2022-10-02T16:14Z;11:21;00:05
2022-10-02T16:14Z;11:27;00:05
2022-10-02T16:14Z;11:32;00:05
2022-10-02T16:14Z;11:38;00:05
2022-10-02T16:14Z;11:43;00:05
2022-10-02T16:15Z;11:49;00:05
2022-10-02T16:15Z;11:54;00:05
2022-10-02T16:15Z;12:00;00:05
2022-10-02T16:15Z;12:05;00:05
2022-10-02T16:15Z;12:10;00:05
2022-10-02T16:15Z;12:16;00:05
2022-10-02T16:15Z;12:21;00:05
2022-10-02T16:15Z;12:27;00:05
2022-10-02T16:15Z;12:32;00:05
2022-10-02T16:15Z;12:38;00:05
2022-10-02T16:15Z;12:43;00:05
2022-10-02T16:16Z;12:49;00:05
2022-10-02T16:16Z;12:54;00:05
2022-10-02T16:16Z;13:00;00:06
2022-10-02T16:16Z;13:06;00:05
2022-10-02T16:16Z;13:11;00:05
2022-10-02T16:16Z;13:16;00:05
2022-10-02T16:16Z;13:22;00:05
2022-10-02T16:16Z;13:27;00:05
2022-10-02T16:16Z;13:32;00:05
2022-10-02T16:16Z;13:38;00:05
2022-10-02T16:16Z;13:43;00:05
2022-10-02T16:17Z;13:48;00:05
2022-10-02T16:17Z;13:53;00:05
2022-10-02T16:17Z;13:59;00:05
2022-10-02T16:17Z;14:04;00:05
2022-10-02T16:17Z;14:09;00:05
2022-10-02T16:17Z;14:14;00:05
2022-10-02T16:17Z;14:20;00:05
2022-10-02T16:17Z;14:25;00:05
2022-10-02T16:17Z;14:30;00:05
2022-10-02T16:17Z;14:35;00:05
2022-10-02T16:17Z;14:40;00:05
2022-10-02T16:18Z;14:46;00:05
2022-10-02T16:18Z;14:51;00:05
2022-10-02T16:18Z;14:57;00:05
2022-10-02T16:18Z;15:02;00:05
2022-10-02T16:18Z;15:07;00:05
2022-10-02T16:18Z;15:13;00:05
2022-10-02T16:18Z;15:18;00:05
