2022-10-02T12:28Z;00:07;00:07
2022-10-02T12:28Z;00:12;00:05
2022-10-02T12:28Z;00:17;00:05
2022-10-02T12:28Z;00:22;00:04
2022-10-02T12:28Z;00:29;00:06
2022-10-02T12:29Z;00:34;00:05
2022-10-02T12:29Z;00:39;00:04
2022-10-02T12:29Z;00:44;00:05
2022-10-02T12:29Z;00:50;00:05
2022-10-02T12:29Z;00:56;00:05
2022-10-02T12:29Z;01:01;00:05
2022-10-02T12:29Z;01:06;00:05
2022-10-02T12:29Z;01:12;00:05
2022-10-02T12:29Z;01:17;00:05
2022-10-02T12:29Z;01:22;00:05
2022-10-02T12:29Z;01:27;00:05
2022-10-02T12:30Z;01:32;00:05
2022-10-02T12:30Z;01:37;00:05
2022-10-02T12:30Z;01:42;00:05
2022-10-02T12:30Z;01:47;00:05
2022-10-02T12:30Z;01:52;00:04
2022-10-02T12:30Z;01:57;00:05
2022-10-02T12:30Z;02:02;00:05
2022-10-02T12:30Z;02:07;00:05
2022-10-02T12:30Z;02:12;00:04
2022-10-02T12:30Z;02:17;00:05
2022-10-02T12:30Z;02:22;00:05
2022-10-02T12:30Z;02:27;00:05
2022-10-02T12:31Z;02:32;00:05
2022-10-02T12:31Z;02:38;00:06
2022-10-02T12:31Z;02:44;00:05
2022-10-02T12:31Z;02:49;00:04
2022-10-02T12:31Z;02:54;00:04
2022-10-02T12:31Z;02:58;00:04
2022-10-02T12:31Z;03:03;00:04
2022-10-02T12:31Z;03:08;00:05
2022-10-02T12:31Z;03:13;00:04
2022-10-02T12:31Z;03:18;00:04
2022-10-02T12:31Z;03:23;00:04
2022-10-02T12:31Z;03:28;00:04
2022-10-02T12:32Z;03:33;00:04
2022-10-02T12:32Z;03:37;00:04
2022-10-02T12:32Z;03:42;00:04
2022-10-02T12:32Z;03:47;00:04
2022-10-02T12:32Z;03:52;00:05
2022-10-02T12:32Z;03:57;00:04
2022-10-02T12:32Z;04:02;00:05
2022-10-02T12:32Z;04:07;00:05
2022-10-02T12:32Z;04:12;00:04
2022-10-02T12:32Z;04:17;00:04
2022-10-02T12:32Z;04:22;00:05
2022-10-02T12:32Z;04:27;00:04
2022-10-02T12:33Z;04:32;00:04
2022-10-02T12:33Z;04:37;00:04
2022-10-02T12:33Z;04:42;00:04
2022-10-02T12:33Z;04:47;00:04
2022-10-02T12:33Z;04:52;00:04
2022-10-02T12:33Z;04:57;00:04
2022-10-02T12:33Z;05:02;00:04
2022-10-02T12:33Z;05:06;00:04
2022-10-02T12:33Z;05:11;00:04
2022-10-02T12:33Z;05:16;00:04
2022-10-02T12:33Z;05:21;00:05
2022-10-02T12:33Z;05:27;00:05
2022-10-02T12:34Z;05:32;00:04
2022-10-02T12:34Z;05:37;00:04
2022-10-02T12:34Z;05:42;00:04
2022-10-02T12:34Z;05:47;00:04
2022-10-02T12:34Z;05:52;00:04
2022-10-02T12:34Z;05:56;00:04
2022-10-02T12:34Z;06:01;00:04
2022-10-02T12:34Z;06:06;00:04
2022-10-02T12:34Z;06:11;00:04
2022-10-02T12:34Z;06:16;00:04
2022-10-02T12:34Z;06:21;00:05
2022-10-02T12:34Z;06:26;00:05
2022-10-02T12:34Z;06:31;00:04
2022-10-02T12:35Z;06:36;00:05
2022-10-02T12:35Z;06:41;00:05
2022-10-02T12:35Z;06:46;00:04
2022-10-02T12:35Z;06:51;00:05
2022-10-02T12:35Z;06:56;00:04
2022-10-02T12:35Z;07:01;00:04
2022-10-02T12:35Z;07:06;00:05
2022-10-02T12:35Z;07:11;00:04
2022-10-02T12:35Z;07:16;00:05
